pip_value estimasi: 9.0 (override dengan --pipval)

Backtest: USDJPY | step=4 | trail=OFF
CSV: ../data/USDJPY_GMT+0_NO-DST_M15.csv
  139,666 candle M15 | 2020-01-01 22:00:00 s/d 2025-08-11 23:45:00
Estimasi 34,854 iterasi sinyal. Ini mungkin butuh beberapa menit...

Resampling ke H4 dan D1... H4=9,025 bars | D1=1,750 bars
    0.9% | bar=1,458/139,666 | trades=10 | equity=$1,062.39 | ETA=20.1min
   79.2% | bar=110,722/139,666 | trades=1350 | equity=$5,693.87 | ETA=3.3min
   79.9% | bar=111,690/139,666 | trades=1360 | equity=$5,800.13 | ETA=3.1min
   80.3% | bar=112,230/139,666 | trades=1370 | equity=$5,737.54 | ETA=3.1min
   81.1% | bar=113,282/139,666 | trades=1380 | equity=$5,954.52 | ETA=3.0min
   81.1% | bar=113,310/139,666 | trades=1380 | equity=$5,954.52 | ETA=3.0min
   81.1% | bar=113,350/139,666 | trades=1380 | equity=$5,954.52 | ETA=3.0min
   81.1% | bar=113,354/139,666 | trades=1380 | equity=$5,954.52 | ETA=3.0min
   81.2% | bar=113,414/139,666 | trades=1380 | equity=$5,954.52 | ETA=2.9min
   81.4% | bar=113,754/139,666 | trades=1390 | equity=$6,213.77 | ETA=2.9min
   81.8% | bar=114,258/139,666 | trades=1400 | equity=$6,398.60 | ETA=2.8min
   82.3% | bar=115,002/139,666 | trades=1410 | equity=$6,288.95 | ETA=2.8min
   82.3% | bar=115,006/139,666 | trades=1410 | equity=$6,288.95 | ETA=2.8min
   82.7% | bar=115,490/139,666 | trades=1420 | equity=$6,330.93 | ETA=2.7min
   82.7% | bar=115,494/139,666 | trades=1420 | equity=$6,330.93 | ETA=2.7min
   83.0% | bar=115,978/139,666 | trades=1430 | equity=$6,557.26 | ETA=2.7min
   83.0% | bar=115,982/139,666 | trades=1430 | equity=$6,557.26 | ETA=2.6min
   83.7% | bar=116,942/139,666 | trades=1440 | equity=$7,078.21 | ETA=2.5min
   84.1% | bar=117,530/139,666 | trades=1450 | equity=$6,904.95 | ETA=2.5min
   84.5% | bar=118,074/139,666 | trades=1460 | equity=$6,806.16 | ETA=2.4min
   85.1% | bar=118,838/139,666 | trades=1470 | equity=$7,070.53 | ETA=2.3min
   85.1% | bar=118,842/139,666 | trades=1470 | equity=$7,070.53 | ETA=2.3min
   85.1% | bar=118,866/139,666 | trades=1470 | equity=$7,070.53 | ETA=2.3min
   85.9% | bar=119,974/139,666 | trades=1480 | equity=$6,789.03 | ETA=2.2min
   86.3% | bar=120,630/139,666 | trades=1490 | equity=$6,894.38 | ETA=2.1min
   86.3% | bar=120,634/139,666 | trades=1490 | equity=$6,894.38 | ETA=2.1min
   86.4% | bar=120,638/139,666 | trades=1490 | equity=$6,894.38 | ETA=2.1min
   86.9% | bar=121,450/139,666 | trades=1500 | equity=$6,592.96 | ETA=2.0min
   87.4% | bar=122,078/139,666 | trades=1510 | equity=$6,520.17 | ETA=2.0min
   87.8% | bar=122,598/139,666 | trades=1520 | equity=$6,881.49 | ETA=1.9min
   88.1% | bar=123,082/139,666 | trades=1530 | equity=$6,967.49 | ETA=1.8min
   88.1% | bar=123,086/139,666 | trades=1530 | equity=$6,967.49 | ETA=1.8min
   88.1% | bar=123,090/139,666 | trades=1530 | equity=$6,967.49 | ETA=1.8min
   88.6% | bar=123,738/139,666 | trades=1540 | equity=$7,454.37 | ETA=1.8min
   89.2% | bar=124,542/139,666 | trades=1550 | equity=$7,775.62 | ETA=1.7min
   89.5% | bar=125,082/139,666 | trades=1560 | equity=$7,842.78 | ETA=1.6min
   89.5% | bar=125,086/139,666 | trades=1560 | equity=$7,842.78 | ETA=1.6min
   89.6% | bar=125,122/139,666 | trades=1560 | equity=$7,842.78 | ETA=1.6min
   89.9% | bar=125,518/139,666 | trades=1570 | equity=$7,710.84 | ETA=1.6min
   89.9% | bar=125,522/139,666 | trades=1570 | equity=$7,710.84 | ETA=1.6min
   89.9% | bar=125,526/139,666 | trades=1570 | equity=$7,710.84 | ETA=1.6min
   89.9% | bar=125,530/139,666 | trades=1570 | equity=$7,710.84 | ETA=1.6min
   89.9% | bar=125,554/139,666 | trades=1570 | equity=$7,710.84 | ETA=1.6min
   90.5% | bar=126,474/139,666 | trades=1580 | equity=$7,381.23 | ETA=1.5min
   90.5% | bar=126,478/139,666 | trades=1580 | equity=$7,381.23 | ETA=1.5min
   91.4% | bar=127,718/139,666 | trades=1600 | equity=$7,486.41 | ETA=1.3min
   92.0% | bar=128,490/139,666 | trades=1610 | equity=$7,402.22 | ETA=1.2min
   92.5% | bar=129,146/139,666 | trades=1620 | equity=$7,229.12 | ETA=1.2min
   92.8% | bar=129,562/139,666 | trades=1630 | equity=$7,489.67 | ETA=1.1min
   92.8% | bar=129,570/139,666 | trades=1630 | equity=$7,489.67 | ETA=1.1min
   92.8% | bar=129,582/139,666 | trades=1630 | equity=$7,489.67 | ETA=1.1min
   92.8% | bar=129,586/139,666 | trades=1630 | equity=$7,489.67 | ETA=1.1min
   93.1% | bar=130,038/139,666 | trades=1640 | equity=$7,757.25 | ETA=1.1min
   93.6% | bar=130,774/139,666 | trades=1650 | equity=$7,879.94 | ETA=1.0min
   94.0% | bar=131,286/139,666 | trades=1660 | equity=$8,064.91 | ETA=0.9min
   94.4% | bar=131,858/139,666 | trades=1670 | equity=$8,351.42 | ETA=0.9min
   94.7% | bar=132,338/139,666 | trades=1680 | equity=$9,114.73 | ETA=0.8min
   95.2% | bar=132,954/139,666 | trades=1690 | equity=$8,989.35 | ETA=0.7min
   95.7% | bar=133,642/139,666 | trades=1700 | equity=$8,576.85 | ETA=0.7min
   96.2% | bar=134,394/139,666 | trades=1710 | equity=$8,235.92 | ETA=0.6min
   96.8% | bar=135,218/139,666 | trades=1720 | equity=$8,343.53 | ETA=0.5min
   97.5% | bar=136,194/139,666 | trades=1730 | equity=$7,986.09 | ETA=0.4min
   97.5% | bar=136,214/139,666 | trades=1730 | equity=$7,986.09 | ETA=0.4min
   98.0% | bar=136,862/139,666 | trades=1740 | equity=$8,977.84 | ETA=0.3min
   98.5% | bar=137,506/139,666 | trades=1750 | equity=$9,055.76 | ETA=0.2min
   98.5% | bar=137,578/139,666 | trades=1750 | equity=$9,055.76 | ETA=0.2min
   99.0% | bar=138,274/139,666 | trades=1760 | equity=$9,100.41 | ETA=0.2min
   99.4% | bar=138,846/139,666 | trades=1770 | equity=$10,205.34 | ETA=0.1min
   99.4% | bar=138,858/139,666 | trades=1770 | equity=$10,205.34 | ETA=0.1min
   99.4% | bar=138,862/139,666 | trades=1770 | equity=$10,205.34 | ETA=0.1min
   99.4% | bar=138,866/139,666 | trades=1770 | equity=$10,205.34 | ETA=0.1min
   99.4% | bar=138,878/139,666 | trades=1770 | equity=$10,205.34 | ETA=0.1min
   99.5% | bar=138,922/139,666 | trades=1770 | equity=$10,205.34 | ETA=0.1min
  100.0% | bar=139,602/139,666 | trades=1780 | equity=$9,958.36 | ETA=0.0min

  Selesai dalam 15.4 menit | 1782 trades [circuit breaker DINONAKTIFKAN]

==============================================================
  BACKTEST REPORT  USDJPY  (5 tahun, no circuit breaker)
==============================================================
  Initial equity    : $1,000.00
  Final equity      : $9,858.72
  Total return      : +885.87%
  Max drawdown      : 29.37%
--------------------------------------------------------------
  Total trades      : 1782
  Win / BE / Loss   : 660 / 0 / 1122
  Win rate          : 37.0%
  Avg win           : +2.083%
  Avg loss          : -1.001%
  Profit factor     : 1.22
  Order types       : {'LIMIT': 812, 'MARKET': 970}
  Close reasons     : {'sl': 1122, 'tp': 659, 'end_of_data': 1}
==============================================================

  STRATEGI          #  WIN    WR%    PF    AvgW%   AvgL%  Verdict
  --------------------------------------------------------------
  FVG             812  335  41.3%  1.40   +2.00%  -1.00%  OK
  EMA_TREND       627  254  40.5%  1.13   +1.67%  -1.00%  OK
  BUMI            343   71  20.7%  1.03   +3.95%  -1.00%  BURUK

  Last 10 trades:
  #    Strategy       Dir         Open      Close     PnL%  Reason
  --------------------------------------------------------------
  1    EMA_TREND      BUY      150.660    150.248  -1.011%  sl
  2    BUMI           SELL     148.239    146.762  +4.053%  tp
  3    FVG            SELL     147.517    147.610  -0.999%  sl
  4    FVG            SELL     147.201    147.281  -1.000%  sl
  5    FVG            SELL     147.377    147.458  -1.003%  sl
  6    FVG            SELL     147.375    147.447  -1.002%  sl
  7    EMA_TREND      SELL     146.856    147.219  -0.998%  sl
  8    FVG            SELL     147.516    147.571  -0.999%  sl
  9    FVG            SELL     147.506    147.592  -1.001%  sl
  10   BUMI           BUY      148.014    148.149  +1.245%  end_of_data

  Trade log: C:\laragon\www\ea-project\backend\logs\backtest_USDJPY.json
